Cod_comuna_x;NOM_COMUNA;Cod_barrio;NOM_BARRIO;Grupo;BARRIO_AT;personas
14;14. MORRORRICO;116;MIRAFLORES;D;SI;132
14;14. MORRORRICO;117;ALBANIA;A;NO;382
14;14. MORRORRICO;117;ALBANIA;B;NO;1066
14;14. MORRORRICO;117;ALBANIA;C;NO;1075
14;14. MORRORRICO;117;ALBANIA;D;NO;162
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;A;NO;246
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;B;NO;576
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;C;NO;441
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;D;NO;44
14;14. MORRORRICO;369;MIRAMANGA;A;NO;176
14;14. MORRORRICO;369;MIRAMANGA;B;NO;242
14;14. MORRORRICO;369;MIRAMANGA;C;NO;143
14;14. MORRORRICO;369;MIRAMANGA;D;NO;2
15;15. CENTRO;130;CENTRO;A;NO;83
15;15. CENTRO;130;CENTRO;B;NO;116
15;15. CENTRO;130;CENTRO;C;NO;56
15;15. CENTRO;130;CENTRO;D;NO;3
15;15. CENTRO;141;GARCIA ROVIRA;A;NO;44
15;15. CENTRO;141;GARCIA ROVIRA;B;NO;60
15;15. CENTRO;141;GARCIA ROVIRA;C;NO;20
15;15. CENTRO;141;GARCIA ROVIRA;D;NO;1
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;B;NO;2
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;C;NO;1
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;D;NO;1
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;A;NO;5
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;B;NO;3
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;C;NO;2
16;16. LAGOS DEL CACIQUE;217;HACIENDA SAN JUAN;A;NO;3
16;16. LAGOS DEL CACIQUE;217;HACIENDA SAN JUAN;C;NO;5
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;A;NO;48
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;B;NO;82
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;C;NO;166
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;D;NO;21
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;A;NO;7
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;B;NO;15
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;C;NO;6
16;16. LAGOS DEL CACIQUE;315;LAGOS DEL CACIQUE;A;NO;7
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;A;NO;7
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;B;NO;2
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;C;NO;22
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;D;NO;5
17;17. MUTIS;164;MUTIS;A;NO;201
17;17. MUTIS;164;MUTIS;B;NO;257
17;17. MUTIS;164;MUTIS;C;NO;184
17;17. MUTIS;164;MUTIS;D;NO;11
17;17. MUTIS;165;BRISAS DEL MUTIS;A;NO;14
17;17. MUTIS;165;BRISAS DEL MUTIS;B;NO;28
17;17. MUTIS;165;BRISAS DEL MUTIS;C;NO;14
17;17. MUTIS;165;BRISAS DEL MUTIS;D;NO;2
17;17. MUTIS;166;MONTERREDONDO;A;NO;78
17;17. MUTIS;166;MONTERREDONDO;B;NO;411
17;17. MUTIS;166;MONTERREDONDO;C;NO;564
17;17. MUTIS;166;MONTERREDONDO;D;NO;133
17;17. MUTIS;168;FUNDADORES I Y II;A;NO;4
17;17. MUTIS;168;FUNDADORES I Y II;B;NO;2
17;17. MUTIS;168;FUNDADORES I Y II;C;NO;6
17;17. MUTIS;170;MANZANARES;B;NO;16
17;17. MUTIS;170;MANZANARES;C;NO;16
17;17. MUTIS;172;PRADOS DEL MUTIS;A;NO;21
17;17. MUTIS;172;PRADOS DEL MUTIS;B;NO;25
17;17. MUTIS;172;PRADOS DEL MUTIS;C;NO;34
17;17. MUTIS;172;PRADOS DEL MUTIS;D;NO;2
17;17. MUTIS;173;ESTORAQUES;A;SI;427
17;17. MUTIS;173;ESTORAQUES;B;SI;1213
17;17. MUTIS;173;ESTORAQUES;C;SI;1386
17;17. MUTIS;173;ESTORAQUES;D;SI;221
17;17. MUTIS;173;ESTORAQUES;(blank);SI;12
17;17. MUTIS;176;LOS HEROES;A;NO;33
17;17. MUTIS;176;LOS HEROES;B;NO;17
17;17. MUTIS;176;LOS HEROES;C;NO;33
17;17. MUTIS;176;LOS HEROES;D;NO;7
17;17. MUTIS;363;LA GRAN LADERA;A;NO;46
17;17. MUTIS;363;LA GRAN LADERA;B;NO;234
17;17. MUTIS;363;LA GRAN LADERA;C;NO;255
17;17. MUTIS;363;LA GRAN LADERA;D;NO;59
