COMUNA,BARRIO,CAPITULO,Count of capitulo
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,3
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,460
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,418
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,19
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,4
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,43
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 3 - CONVIVENCIA EN LOS SISTEMAS DE TRANSPORTE MOTORIZADOS,18
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,6
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),10
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,1
04. OCCIDENTAL,12 DE OCTUBRE,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,64
04. OCCIDENTAL,12 DE OCTUBRE,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,15
04. OCCIDENTAL,12 DE OCTUBRE,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,7
04. OCCIDENTAL,12 DE OCTUBRE,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
04. OCCIDENTAL,12 DE OCTUBRE,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,2
04. OCCIDENTAL,12 DE OCTUBRE,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,1
04. OCCIDENTAL,12 DE OCTUBRE,SIN REGISTRO,1
04. OCCIDENTAL,23 DE JUNIO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,54
04. OCCIDENTAL,23 DE JUNIO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,59
04. OCCIDENTAL,23 DE JUNIO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,16
04. OCCIDENTAL,23 DE JUNIO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
04. OCCIDENTAL,23 DE JUNIO,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
04. OCCIDENTAL,ASENTAMIENTO CAMILO TORRES,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,35
04. OCCIDENTAL,ASENTAMIENTO CAMILO TORRES,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,21
04. OCCIDENTAL,ASENTAMIENTO CAMILO TORRES,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,3
04. OCCIDENTAL,ASENTAMIENTO CAMILO TORRES,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
04. OCCIDENTAL,ASENTAMIENTO CAMILO TORRES,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
04. OCCIDENTAL,ASENTAMIENTO ZARABANDA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,25
04. OCCIDENTAL,ASENTAMIENTO ZARABANDA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,16
04. OCCIDENTAL,ASENTAMIENTO ZARABANDA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,1
04. OCCIDENTAL,ASENTAMIENTO ZARABANDA,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,2
04. OCCIDENTAL,ASENTAMIENTO ZARABANDA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
04. OCCIDENTAL,ASENTAMIENTO ZARABANDA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
04. OCCIDENTAL,CUYANITAS,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,1
04. OCCIDENTAL,DON BOSCO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,43
04. OCCIDENTAL,DON BOSCO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,13
04. OCCIDENTAL,DON BOSCO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,8
04. OCCIDENTAL,DON BOSCO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,3
04. OCCIDENTAL,DON BOSCO,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
04. OCCIDENTAL,GAITAN,Cap. 1 - DE LA SALUD PÚBLICA,1
04. OCCIDENTAL,GAITAN,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
04. OCCIDENTAL,GAITAN,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,5
04. OCCIDENTAL,GAITAN,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,270
04. OCCIDENTAL,GAITAN,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
04. OCCIDENTAL,GAITAN,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,285
04. OCCIDENTAL,GAITAN,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,190
04. OCCIDENTAL,GAITAN,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,9
04. OCCIDENTAL,GAITAN,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,1
04. OCCIDENTAL,GAITAN,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,52
04. OCCIDENTAL,GAITAN,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
04. OCCIDENTAL,GAITAN,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),10
04. OCCIDENTAL,GAITAN,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,1
04. OCCIDENTAL,GIRARDOT,Cap. 1 - DE LA SALUD PÚBLICA,8
04. OCCIDENTAL,GIRARDOT,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",14
04. OCCIDENTAL,GIRARDOT,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,9
04. OCCIDENTAL,GIRARDOT,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,901
04. OCCIDENTAL,GIRARDOT,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,6
04. OCCIDENTAL,GIRARDOT,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,870
04. OCCIDENTAL,GIRARDOT,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,272
04. OCCIDENTAL,GIRARDOT,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,39
04. OCCIDENTAL,GIRARDOT,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,6
04. OCCIDENTAL,GIRARDOT,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,153
04. OCCIDENTAL,GIRARDOT,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,5
04. OCCIDENTAL,GIRARDOT,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),5
04. OCCIDENTAL,GIRARDOT,SIN REGISTRO,5
04. OCCIDENTAL,GRANADA,Cap. 1 - DE LA SALUD PÚBLICA,1
04. OCCIDENTAL,GRANADA,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",4
04. OCCIDENTAL,GRANADA,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,4
04. OCCIDENTAL,GRANADA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,420
04. OCCIDENTAL,GRANADA,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
04. OCCIDENTAL,GRANADA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,205
04. OCCIDENTAL,GRANADA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,90
04. OCCIDENTAL,GRANADA,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,3
04. OCCIDENTAL,GRANADA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,64
04. OCCIDENTAL,GRANADA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
04. OCCIDENTAL,GRANADA,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),4
04. OCCIDENTAL,GRANADA,SIN REGISTRO,1
04. OCCIDENTAL,INMACULADA,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,4
04. OCCIDENTAL,INMACULADA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,239
04. OCCIDENTAL,INMACULADA,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,2
04. OCCIDENTAL,INMACULADA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,122
04. OCCIDENTAL,INMACULADA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,64
04. OCCIDENTAL,INMACULADA,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,1
04. OCCIDENTAL,INMACULADA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
04. OCCIDENTAL,INMACULADA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
04. OCCIDENTAL,INMACULADA,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
04. OCCIDENTAL,INMACULADA,SIN REGISTRO,1
04. OCCIDENTAL,LA FERIA,Cap. 1 - COMPORTAMIENTOS QUE AFECTAN LA INTEGRIDAD URBANÍSTICA,1
04. OCCIDENTAL,LA FERIA,Cap. 1 - DE LA SALUD PÚBLICA,17
04. OCCIDENTAL,LA FERIA,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,2
04. OCCIDENTAL,LA FERIA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,168
04. OCCIDENTAL,LA FERIA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,139
04. OCCIDENTAL,LA FERIA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,39
04. OCCIDENTAL,LA FERIA,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,2
04. OCCIDENTAL,LA FERIA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,15
04. OCCIDENTAL,LA FERIA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,3
04. OCCIDENTAL,LA FERIA,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
04. OCCIDENTAL,LA GLORIA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,16
04. OCCIDENTAL,LA GLORIA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,16
04. OCCIDENTAL,LA GLORIA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,3
04. OCCIDENTAL,LA GLORIA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
04. OCCIDENTAL,LA GLORIA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
04. OCCIDENTAL,MILAGROS DE DIOS,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,1
04. OCCIDENTAL,NAPOLES,Cap. 1 - DE LA SALUD PÚBLICA,1
04. OCCIDENTAL,NAPOLES,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,1
04. OCCIDENTAL,NAPOLES,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,93
04. OCCIDENTAL,NAPOLES,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,64
04. OCCIDENTAL,NAPOLES,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,16
04. OCCIDENTAL,NAPOLES,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
04. OCCIDENTAL,NAPOLES,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,6
04. OCCIDENTAL,NAPOLES,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,3
04. OCCIDENTAL,NAPOLES,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
04. OCCIDENTAL,NARIÑO,Cap. 1 - DE LA SALUD PÚBLICA,2
04. OCCIDENTAL,NARIÑO,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,1
04. OCCIDENTAL,NARIÑO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,112
04. OCCIDENTAL,NARIÑO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,96
04. OCCIDENTAL,NARIÑO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,69
04. OCCIDENTAL,NARIÑO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
04. OCCIDENTAL,NARIÑO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,3
04. OCCIDENTAL,NARIÑO,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
04. OCCIDENTAL,NARIÑO,SIN REGISTRO,2
04. OCCIDENTAL,PIO XII,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,32
04. OCCIDENTAL,PIO XII,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,14
04. OCCIDENTAL,PIO XII,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,8
04. OCCIDENTAL,PIO XII,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,2
04. OCCIDENTAL,SANTANDER,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,7
04. OCCIDENTAL,SANTANDER,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,252
04. OCCIDENTAL,SANTANDER,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,205
04. OCCIDENTAL,SANTANDER,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,81
04. OCCIDENTAL,SANTANDER,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,6
04. OCCIDENTAL,SANTANDER,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
04. OCCIDENTAL,SANTANDER,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,7
04. OCCIDENTAL,SANTANDER,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
04. OCCIDENTAL,SANTANDER,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),3
04. OCCIDENTAL,SANTANDER,SIN REGISTRO,5
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 1 - DE LA SALUD PÚBLICA,2
05. GARCIA ROVIRA,ALFONSO LOPEZ,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,5
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,152
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,2
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,180
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,65
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,14
05. GARCIA ROVIRA,ALFONSO LOPEZ,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,3
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,28
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,8
05. GARCIA ROVIRA,ALFONSO LOPEZ,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,1
05. GARCIA ROVIRA,ASENTAMIENTO 5 DE ENERO,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
05. GARCIA ROVIRA,ASENTAMIENTO 5 DE ENERO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,1
05. GARCIA ROVIRA,ASENTAMIENTO 5 DE ENERO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,2
05. GARCIA ROVIRA,ASENTAMIENTO 5 DE ENERO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,3
05. GARCIA ROVIRA,ASENTAMIENTO CARLOS PIZARRO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,2
05. GARCIA ROVIRA,ASENTAMIENTO CARLOS PIZARRO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,1
05. GARCIA ROVIRA,ASENTAMIENTO CARLOS PIZARRO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,2
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,104
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,46
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,30
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,14
05. GARCIA ROVIRA,ASENTAMIENTO JOSE ANTONIO GALAN,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 1 - DE LA SALUD PÚBLICA,3
05. GARCIA ROVIRA,CAMPO HERMOSO,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",2
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,10
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,1250
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,2
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,608
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,349
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,32
05. GARCIA ROVIRA,CAMPO HERMOSO,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,1
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,45
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,23
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),4
05. GARCIA ROVIRA,CAMPO HERMOSO,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,4
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 1 - DE LA SALUD PÚBLICA,1
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,1
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,114
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,81
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,17
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,3
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,30
05. GARCIA ROVIRA,CHORRERAS DE DON JUAN,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
05. GARCIA ROVIRA,LA ESTRELLA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,1
05. GARCIA ROVIRA,LA JOYA,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
05. GARCIA ROVIRA,LA JOYA,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,14
05. GARCIA ROVIRA,LA JOYA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,195
05. GARCIA ROVIRA,LA JOYA,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,2
05. GARCIA ROVIRA,LA JOYA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,182
05. GARCIA ROVIRA,LA JOYA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,129
05. GARCIA ROVIRA,LA JOYA,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,10
05. GARCIA ROVIRA,LA JOYA,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",2
05. GARCIA ROVIRA,LA JOYA,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,4
05. GARCIA ROVIRA,LA JOYA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,20
05. GARCIA ROVIRA,LA JOYA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,8
05. GARCIA ROVIRA,LA JOYA,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
05. GARCIA ROVIRA,PANTANO I,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,1
05. GARCIA ROVIRA,PANTANO I,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,1
05. GARCIA ROVIRA,PANTANO II,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,1
05. GARCIA ROVIRA,PANTANO II,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,7
05. GARCIA ROVIRA,PANTANO II,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,3
05. GARCIA ROVIRA,PANTANO II,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
05. GARCIA ROVIRA,PANTANO III,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,1
05. GARCIA ROVIRA,PANTANO III,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
05. GARCIA ROVIRA,PRIMERO DE MAYO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,6
05. GARCIA ROVIRA,PRIMERO DE MAYO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,4
05. GARCIA ROVIRA,PRIMERO DE MAYO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,3
05. GARCIA ROVIRA,QUINTA ESTRELLA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,30
05. GARCIA ROVIRA,QUINTA ESTRELLA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,14
05. GARCIA ROVIRA,QUINTA ESTRELLA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,37
